SampleID,X,Y,Z,dist_fault,Lith_Schist,Lith_AndesiteTuff,slope,aspect,Pb,Cu,Zn,dist_to_Cu_hotspot,dist_to_Pb_hotspot,dist_to_Zn_hotspot,Cu_knn_mean,Cu_knn_std,Pb_knn_mean,Pb_knn_std,Zn_knn_mean,Zn_knn_std
295,532223.81,4418623.94,278,1264.294167,1,0,13.55865383,256.5042725,40,15,70,98.79809063,98.79809063,133.1845439,150.375,303.5802767,255,546.8946425,74.375,22.56068206
296,532187.03,4418652.57,273,1255.333976,1,0,10.39545822,175.6012878,30,25,70,97.20423236,97.60213662,168.0099659,57.875,59.30100653,65.625,57.14222935,71.875,24.86683283
297,532149.41,4418681.04,282,1247.338452,1,0,18.1751976,126.8698959,50,25,95,50.00754687,105.6570856,208.3236589,69.25,70.30069345,52.5,55.05678886,58.75,24.59039447
298,532109.5,4418711.14,301,1240.689174,1,0,9.876282692,117.2553253,15,195,30,0,133.3233652,253.6741296,95.375,78.1407984,27.5,11.7260394,56.875,28.49753279
299,532071.97,4418739.45,304,1236.254374,1,0,8.009030342,143.1300964,20,185,35,0,141.736367,290.1073352,150.125,123.4670376,26.25,13.16956719,62.5,24.74873734
300,532032.62,4418769.26,312,1233.613116,1,0,17.5336113,185.9644775,15,205,40,0,111.2964751,240.721635,168,140.2364075,22.5,13.22875656,42.5,19.68501969
301,531994.52,4418797.93,320,1232.782164,1,0,17.46088219,200.0560913,15,78,50,47.70053873,98.02351614,193.021337,274.25,325.0706654,42.5,49.81214711,50,16.95582496
302,531955.42,4418828.35,316,1234.669408,1,0,19.59318352,251.5650482,30,33,70,96.10124685,106.7057789,143.4676362,240.75,315.1911127,40,49.49747468,55,19.36491673
303,531916.56,4418857.87,306,1237.905413,1,0,17.06140327,231.2034454,20,50,55,47.28360209,134.3496438,94.64885389,128.875,79.49282593,26.25,5.994789404,74.375,31.56714075
304,531878.54,4418885.95,313,1242.226553,1,0,15.35485935,187.853302,30,200,50,0,133.4330252,47.36663857,126,77.54514814,27.5,5.590169944,64.375,35.39398784
305,531840.76,4418914.49,316,1248.844029,1,0,12.64970398,190.8403015,35,235,145,0,107.4483178,0,133.125,79.37007859,27.5,7.071067812,54.375,37.7853725
306,531802.04,4418943.58,321,1257.298504,1,0,5.681718826,188.1300964,25,80,20,48.44879185,98.7918526,48.44879185,186.625,205.8421346,43.75,49.98437256,50,39.60744879
307,531764.72,4418971.55,326,1267.085745,1,0,6.162529469,145.6196594,30,45,20,95.10486035,111.6559121,95.10486035,164.75,212.4510238,41.875,50.74060874,46.875,40.46120827
334,532814.79,4418299.31,204,1634.381596,1,0,13.55371475,307.0928345,5,13,75,642.5320396,286.8899106,383.9322963,18.125,8.491723912,25.625,11.30196333,60.625,7.68012858
335,532778.68,4418327.02,192,1608.605212,1,0,8.477647781,282.7243652,15,40,55,599.4414474,241.3562533,338.398712,18.125,8.491723912,25.625,11.30196333,60.625,7.68012858
336,532738.95,4418356.57,188,1580.950935,1,0,10.67708492,275.7105713,40,18,65,552.7469185,191.8251613,288.867371,17.5,8.660254038,26.875,11.16285694,59.375,7.68012858
337,532704.19,4418383.63,180,1558.08827,1,0,15.03506947,294.7751465,40,13,65,512.0277303,147.7603273,244.8027919,18.375,8.513775602,29.375,7.68012858,56.25,5.448623679
338,532665.19,4418412.67,168,1533.020443,1,0,10.9319582,150.9454041,30,13,55,467.3442947,99.11921735,196.1614257,17.75,4.264680527,51.875,56.343672,57.5,5
339,532626.17,4418442.41,181,1509.378918,1,0,18.91468048,149.5742188,30,20,55,423.3992896,50.03875858,147.0810661,33,40.66632514,57.5,56.56854249,61.25,11.65922382
340,532586.38,4418472.72,202,1486.545458,1,0,17.35841751,117.7185059,200,23,60,379.8860757,0,97.04246888,35.125,39.84795321,75,56.95392875,77.5,28.17356917
341,532548.44,4418500.95,207,1465.717885,1,0,15.79125595,84.28940582,80,140,90,340.0926025,47.30864808,49.7368914,34.75,40.0679111,113.125,90.41354641,95,32.88236609
342,532509.03,4418531.26,225,1445.896571,1,0,19.71835518,83.99099731,95,25,125,301.1307961,47.54841807,0,36.375,39.44596779,128.75,80.88379009,107.5,26.2202212
343,532471.03,4418559.81,234,1427.810557,1,0,18.55475807,82.77568054,310,10,150,266.8521565,0,0,36.125,39.55514347,104.375,81.64088666,128.125,60.36024664
344,532432.1,4418589.09,247,1410.721375,1,0,13.06947517,81.86989594,120,23,125,236.5539895,48.73090508,0,25.25,9.653367288,137.5,112.832841,150.625,72.56193475
345,532394.96,4418617.73,252,1396.217259,1,0,18.41913795,89.19306946,80,23,275,214.4365029,49.77723155,0,26.875,10.04287683,125.625,120.1935288,145,76.60776723
346,532354.89,4418647.23,281,1381.337804,1,0,21.77169991,99.46232605,345,33,265,199.4421782,0,0,29,7.566372975,91.875,99.93552609,143.125,74.91401321
347,532317.92,4418675.94,287,1370.013489,1,0,7.182662964,135,45,30,105,197.3195407,46.82672733,46.82672733,28.375,9.486009435,100.625,105.8429704,129.375,83.38305808
348,532278.77,4418705.7,291,1359.254531,1,0,4.628733635,259.9920044,45,25,105,169.422999,47.36260167,96.02152286,28.625,9.36666296,96.875,106.9151971,106.875,62.54685744
349,532240.8,4418733.98,284,1350.052329,1,0,7.172811508,243.4349518,195,48,50,133.3233652,0,143.3806323,28.875,8.823795952,60,51.4781507,84.375,18.10343545
350,532203.81,4418762.04,285,1342.995505,1,0,10.52746964,169.8244934,45,33,90,97.35839596,46.44667957,189.8272895,100.125,132.4730515,56.875,53.32315984,76.25,23.5518046
351,532163.69,4418792.71,300,1337.297531,1,0,20.72155952,132.990448,30,30,90,46.83886141,96.96620749,240.346821,179.5,175.2876208,56.875,53.90602355,68.125,24.35896909
352,532126.39,4418821.01,318,1333.533671,1,0,22.68848038,136.8182983,45,420,80,0,96.79985813,287.1856454,327.25,313.9314217,49.375,47.7256155,61.875,23.31007025
353,532086.95,4418851.23,334,1331.567385,1,0,16.081007,158.0254822,55,500,75,0,47.09688501,254.2861295,339.125,306.6172033,46.875,48.4082573,65,21.50581317
354,532049.14,4418879.28,342,1330.683463,1,0,12.18568897,182.489563,170,1050,55,0,0,211.4156933,330.125,311.9220405,47.5,48.08846015,68.75,17.63341997
355,532009.66,4418908.38,345,1331.383161,1,0,13.47936726,210.5792236,25,245,95,0,49.06470305,169.0759869,287,321.7619462,45,48.60555524,65.625,17.57795139
356,531970.06,4418938.86,343,1334.989841,1,0,12.03407478,230.3558197,25,110,85,46.87790144,99.05060599,131.6275444,246,314.1428815,42.5,48.34769901,65,17.32050808
357,531932.22,4418966.5,339,1338.888431,1,0,17.10262489,232.4314117,20,230,40,0,145.9250154,105.2547168,145.375,85.16739033,24.375,5.266343608,73.125,32.68576716
358,531894.4,4418995.45,335,1345.573846,1,0,19.19826126,207.2553253,20,50,70,47.64676045,193.5690127,97.15495352,121.625,81.59187689,23.75,5.994789404,60,37.91437722
359,531856.02,4419023.04,339,1352.436255,1,0,12.71367455,223.3153229,20,43,45,94.92203458,194.887158,109.6598751,113.5,85.48830329,24.375,6.343057228,51.875,38.64400827
360,531817.56,4419053.29,330,1363.298621,1,0,11.25993252,313.0908508,15,25,25,140.7801047,204.4853423,140.7801047,113.5,85.48830329,24.375,6.343057228,51.875,38.64400827
